variant,platform,step,median_ns,is_warmup
baseline,JVM,71,30200,0
baseline,JVM,72,30450,0
baseline,JVM,73,30650,0
baseline,JVM,74,30350,0
baseline,JVM,75,30250,0
baseline,JVM,76,30150,0
baseline,JVM,77,31200,0
baseline,JVM,78,30150,0
baseline,JVM,79,30150,0
baseline,JVM,80,30250,0
baseline,JVM,81,30700,0
baseline,JVM,82,30450,0
baseline,JVM,83,30250,0
baseline,JVM,84,30150,0
baseline,JVM,85,35800,0
baseline,JVM,86,31300,0
baseline,JVM,87,30550,0
baseline,JVM,88,30700,0
baseline,JVM,89,30600,0
baseline,JVM,90,30150,0
baseline,JVM,91,30300,0
baseline,JVM,92,30200,0
baseline,JVM,93,30350,0
baseline,JVM,94,31200,0
baseline,JVM,95,30100,0
baseline,JVM,96,30550,0
baseline,JVM,97,30350,0
baseline,JVM,98,30800,0
baseline,JVM,99,31200,0
k-perf,JVM,0,37640350,1
k-perf,JVM,1,9699450,1
k-perf,JVM,2,5766200,1
k-perf,JVM,3,5161800,1
k-perf,JVM,4,3928450,1
k-perf,JVM,5,2939400,1
k-perf,JVM,6,2839150,1
k-perf,JVM,7,5192150,1
k-perf,JVM,8,2527500,1
k-perf,JVM,9,2384500,1
k-perf,JVM,10,2406700,1
k-perf,JVM,11,2557700,1
k-perf,JVM,12,2458650,1
k-perf,JVM,13,2366950,1
k-perf,JVM,14,2384800,1
k-perf,JVM,15,2405900,1
k-perf,JVM,16,2450300,1
k-perf,JVM,17,2860950,1
k-perf,JVM,18,2831000,1
k-perf,JVM,19,2768750,1
k-perf,JVM,20,2679250,0
k-perf,JVM,21,2654050,0
k-perf,JVM,22,2663600,0
k-perf,JVM,23,2745100,0
k-perf,JVM,24,2702700,0
k-perf,JVM,25,2707900,0
k-perf,JVM,26,3674000,0
k-perf,JVM,27,2207300,0
k-perf,JVM,28,2234000,0
k-perf,JVM,29,2232950,0
k-perf,JVM,30,2209750,0
k-perf,JVM,31,2218100,0
k-perf,JVM,32,2220150,0
k-perf,JVM,33,2208550,0
k-perf,JVM,34,2205600,0
k-perf,JVM,35,2242250,0
k-perf,JVM,36,2595400,0
k-perf,JVM,37,2407650,0
k-perf,JVM,38,2305000,0
k-perf,JVM,39,2247050,0
k-perf,JVM,40,2197150,0
k-perf,JVM,41,2206200,0
k-perf,JVM,42,2212250,0
k-perf,JVM,43,2195100,0
k-perf,JVM,44,2209400,0
k-perf,JVM,45,2209700,0
k-perf,JVM,46,2248700,0
k-perf,JVM,47,2650950,0
k-perf,JVM,48,2654650,0
k-perf,JVM,49,2679500,0
k-perf,JVM,50,2645850,0
k-perf,JVM,51,2638500,0
k-perf,JVM,52,2613800,0
k-perf,JVM,53,2646450,0
k-perf,JVM,54,2653000,0
k-perf,JVM,55,2671850,0
k-perf,JVM,56,2632250,0
k-perf,JVM,57,2701850,0
k-perf,JVM,58,2629100,0
k-perf,JVM,59,2608650,0
k-perf,JVM,60,2630300,0
k-perf,JVM,61,2603850,0
k-perf,JVM,62,2613250,0
k-perf,JVM,63,2700450,0
k-perf,JVM,64,2735050,0
k-perf,JVM,65,2635850,0
k-perf,JVM,66,2647100,0
k-perf,JVM,67,2590400,0
k-perf,JVM,68,2546100,0
k-perf,JVM,69,2604350,0
k-perf,JVM,70,2613300,0
k-perf,JVM,71,2579100,0
k-perf,JVM,72,2587500,0
k-perf,JVM,73,2617550,0
k-perf,JVM,74,2618000,0
k-perf,JVM,75,2637200,0
k-perf,JVM,76,2590050,0
k-perf,JVM,77,2559950,0
k-perf,JVM,78,2618300,0
k-perf,JVM,79,2545550,0
k-perf,JVM,80,2557350,0
k-perf,JVM,81,2614250,0
k-perf,JVM,82,2632700,0
k-perf,JVM,83,2567200,0
k-perf,JVM,84,2561650,0
k-perf,JVM,85,2580200,0
k-perf,JVM,86,2589250,0
k-perf,JVM,87,2553700,0
k-perf,JVM,88,2552700,0
k-perf,JVM,89,2567750,0
k-perf,JVM,90,2642200,0
k-perf,JVM,91,2580950,0
k-perf,JVM,92,2570450,0
k-perf,JVM,93,2551950,0
k-perf,JVM,94,2572900,0
k-perf,JVM,95,2610050,0
k-perf,JVM,96,2524550,0
k-perf,JVM,97,2588000,0
k-perf,JVM,98,2537500,0
k-perf,JVM,99,2532750,0
baseline,JS,0,2986400,1
baseline,JS,1,600800,1
baseline,JS,2,419800,1
baseline,JS,3,268450,1
baseline,JS,4,271050,1
baseline,JS,5,244250,1
baseline,JS,6,276200,1
baseline,JS,7,255700,1
baseline,JS,8,256350,1
baseline,JS,9,260050,1
baseline,JS,10,265400,1
baseline,JS,11,250750,1
baseline,JS,12,220450,1
baseline,JS,13,300100,1
baseline,JS,14,262600,1
baseline,JS,15,252150,1
baseline,JS,16,242500,1
baseline,JS,17,237850,1
baseline,JS,18,169400,1
baseline,JS,19,254150,1
baseline,JS,20,240800,0
baseline,JS,21,243850,0
baseline,JS,22,279350,0
baseline,JS,23,309650,0
baseline,JS,24,266400,0
baseline,JS,25,202200,0
baseline,JS,26,383600,0
baseline,JS,27,245700,0
baseline,JS,28,247800,0
baseline,JS,29,234150,0
baseline,JS,30,231650,0
baseline,JS,31,175900,0
baseline,JS,32,288050,0
baseline,JS,33,233000,0
baseline,JS,34,284300,0
baseline,JS,35,236250,0
baseline,JS,36,240350,0
baseline,JS,37,179250,0
baseline,JS,38,228500,0
baseline,JS,39,236050,0
baseline,JS,40,231700,0
baseline,JS,41,228350,0
baseline,JS,42,228400,0
baseline,JS,43,232250,0
baseline,JS,44,163150,0
baseline,JS,45,223300,0
baseline,JS,46,230150,0
baseline,JS,47,227750,0
baseline,JS,48,274550,0
baseline,JS,49,252900,0
baseline,JS,50,164450,0
baseline,JS,51,306650,0
baseline,JS,52,232600,0
baseline,JS,53,227750,0
baseline,JS,54,231700,0
baseline,JS,55,228100,0
baseline,JS,56,225600,0
baseline,JS,57,161150,0
baseline,JS,58,223300,0
baseline,JS,59,224500,0
baseline,JS,60,223200,0
baseline,JS,61,222850,0
baseline,JS,62,227200,0
baseline,JS,63,160550,0
baseline,JS,64,294900,0
baseline,JS,65,290850,0
baseline,JS,66,278000,0
baseline,JS,67,263350,0
baseline,JS,68,348650,0
baseline,JS,69,164950,0
baseline,JS,70,240500,0
baseline,JS,71,225650,0
baseline,JS,72,226800,0
baseline,JS,73,251750,0
baseline,JS,74,234950,0
baseline,JS,75,231800,0
baseline,JS,76,160850,0
baseline,JS,77,222450,0
baseline,JS,78,224250,0
baseline,JS,79,222400,0
baseline,JS,80,222450,0
baseline,JS,81,222100,0
baseline,JS,82,175000,0
baseline,JS,83,242400,0
baseline,JS,84,226500,0
baseline,JS,85,268600,0
baseline,JS,86,268450,0
baseline,JS,87,226300,0
baseline,JS,88,234400,0
baseline,JS,89,162400,0
baseline,JS,90,226400,0
baseline,JS,91,227300,0
baseline,JS,92,225000,0
baseline,JS,93,222900,0
baseline,JS,94,226000,0
baseline,JS,95,160100,0
baseline,JS,96,221750,0
baseline,JS,97,222250,0
baseline,JS,98,221750,0
baseline,JS,99,225450,0
k-perf,JS,0,70818050,1
k-perf,JS,1,43351350,1
k-perf,JS,2,42200800,1
k-perf,JS,3,41668350,1
k-perf,JS,4,41366600,1
k-perf,JS,5,41763450,1
k-perf,JS,6,41116650,1
k-perf,JS,7,41550600,1
k-perf,JS,8,41419400,1
k-perf,JS,9,41638900,1
k-perf,JS,10,41296500,1
k-perf,JS,11,41110850,1
k-perf,JS,12,41039950,1
k-perf,JS,13,41579550,1
k-perf,JS,14,40982750,1
k-perf,JS,15,41548000,1
k-perf,JS,16,41598450,1
k-perf,JS,17,41725300,1
k-perf,JS,18,42572700,1
k-perf,JS,19,40884800,1
k-perf,JS,20,41092500,0
k-perf,JS,21,41112350,0
k-perf,JS,22,40479100,0
k-perf,JS,23,40939300,0
k-perf,JS,24,39728750,0
k-perf,JS,25,38824350,0
k-perf,JS,26,38820550,0
k-perf,JS,27,39313700,0
k-perf,JS,28,38737300,0
k-perf,JS,29,38670600,0
k-perf,JS,30,39076400,0
k-perf,JS,31,38934900,0
k-perf,JS,32,38891250,0
k-perf,JS,33,38721150,0
k-perf,JS,34,39691450,0
k-perf,JS,35,39112200,0
k-perf,JS,36,39081550,0
k-perf,JS,37,38861900,0
k-perf,JS,38,38613900,0
k-perf,JS,39,38521900,0
k-perf,JS,40,38725950,0
k-perf,JS,41,38821700,0
k-perf,JS,42,38615350,0
k-perf,JS,43,38956250,0
k-perf,JS,44,38764550,0
k-perf,JS,45,38837100,0
k-perf,JS,46,38709850,0
k-perf,JS,47,38729350,0
k-perf,JS,48,38669750,0
k-perf,JS,49,39112950,0
k-perf,JS,50,38796750,0
k-perf,JS,51,38296050,0
k-perf,JS,52,38712500,0
k-perf,JS,53,38534750,0
k-perf,JS,54,38606450,0
k-perf,JS,55,38494300,0
k-perf,JS,56,38610050,0
k-perf,JS,57,38459300,0
k-perf,JS,58,38617550,0
k-perf,JS,59,38615550,0
k-perf,JS,60,38596400,0
k-perf,JS,61,38343350,0
k-perf,JS,62,38698700,0
k-perf,JS,63,38794300,0
k-perf,JS,64,39183800,0
k-perf,JS,65,38555450,0
k-perf,JS,66,38921250,0
k-perf,JS,67,38870000,0
k-perf,JS,68,38726200,0
k-perf,JS,69,39408050,0
k-perf,JS,70,38797350,0
k-perf,JS,71,39422200,0
k-perf,JS,72,39458750,0
k-perf,JS,73,39703850,0
k-perf,JS,74,40112250,0
k-perf,JS,75,40848200,0
k-perf,JS,76,40491200,0
k-perf,JS,77,40457900,0
k-perf,JS,78,40316500,0
k-perf,JS,79,39762150,0
k-perf,JS,80,39414750,0
k-perf,JS,81,40062550,0
k-perf,JS,82,39559650,0
k-perf,JS,83,40153350,0
k-perf,JS,84,39235900,0
k-perf,JS,85,40087350,0
k-perf,JS,86,40308000,0
k-perf,JS,87,39511050,0
k-perf,JS,88,40406750,0
k-perf,JS,89,40309100,0
k-perf,JS,90,39632250,0
k-perf,JS,91,40522400,0
k-perf,JS,92,39677600,0
k-perf,JS,93,39647850,0
k-perf,JS,94,39282300,0
k-perf,JS,95,39497900,0
k-perf,JS,96,39384400,0
k-perf,JS,97,39432550,0
k-perf,JS,98,39715250,0
k-perf,JS,99,39508000,0
baseline,Native,0,243400,1
baseline,Native,1,20000,1
baseline,Native,2,19600,1
baseline,Native,3,19500,1
baseline,Native,4,19400,1
baseline,Native,5,19400,1
baseline,Native,6,19400,1
baseline,Native,7,19400,1
baseline,Native,8,19450,1
baseline,Native,9,19500,1
baseline,Native,10,19450,1
baseline,Native,11,19450,1
baseline,Native,12,19400,1
baseline,Native,13,19400,1
baseline,Native,14,19450,1
baseline,Native,15,19500,1
baseline,Native,16,19450,1
baseline,Native,17,19450,1
baseline,Native,18,19400,1
baseline,Native,19,19400,1
baseline,Native,20,19400,0
baseline,Native,21,19400,0
baseline,Native,22,19450,0
baseline,Native,23,19450,0
baseline,Native,24,19450,0
baseline,Native,25,19400,0
baseline,Native,26,19400,0
baseline,Native,27,19450,0
baseline,Native,28,19400,0
baseline,Native,29,19450,0
baseline,Native,30,19400,0
baseline,Native,31,19400,0
baseline,Native,32,19450,0
baseline,Native,33,19400,0
baseline,Native,34,19500,0
baseline,Native,35,19400,0
baseline,Native,36,19400,0
baseline,Native,37,19400,0
baseline,Native,38,19400,0
baseline,Native,39,19400,0
baseline,Native,40,19500,0
baseline,Native,41,19400,0
baseline,Native,42,19500,0
baseline,Native,43,19500,0
baseline,Native,44,19400,0
baseline,Native,45,19400,0
baseline,Native,46,19400,0
baseline,Native,47,19400,0
baseline,Native,48,19500,0
baseline,Native,49,19450,0
baseline,Native,50,19400,0
baseline,Native,51,19400,0
baseline,Native,52,19400,0
baseline,Native,53,19450,0
baseline,Native,54,19400,0
baseline,Native,55,19400,0
baseline,Native,56,19450,0
baseline,Native,57,19400,0
baseline,Native,58,19450,0
baseline,Native,59,19450,0
baseline,Native,60,19500,0
baseline,Native,61,19400,0
baseline,Native,62,19500,0
baseline,Native,63,19450,0
baseline,Native,64,19550,0
baseline,Native,65,19500,0
baseline,Native,66,19550,0
baseline,Native,67,19400,0
baseline,Native,68,19500,0
baseline,Native,69,19450,0
baseline,Native,70,19450,0
baseline,Native,71,19450,0
baseline,Native,72,19400,0
baseline,Native,73,19400,0
baseline,Native,74,19400,0
baseline,Native,75,19500,0
baseline,Native,76,19500,0
baseline,Native,77,19450,0
baseline,Native,78,19400,0
baseline,Native,79,19400,0
baseline,Native,80,19400,0
baseline,Native,81,19400,0
baseline,Native,82,19450,0
baseline,Native,83,19500,0
baseline,Native,84,19400,0
baseline,Native,85,19400,0
baseline,Native,86,19450,0
baseline,Native,87,19450,0
baseline,Native,88,19450,0
baseline,Native,89,19400,0
baseline,Native,90,19400,0
baseline,Native,91,19400,0
baseline,Native,92,19400,0
baseline,Native,93,19400,0
baseline,Native,94,19400,0
baseline,Native,95,19400,0
baseline,Native,96,19400,0
baseline,Native,97,19400,0
baseline,Native,98,19400,0
baseline,Native,99,19400,0
k-perf,Native,0,20987600,1
k-perf,Native,1,20112350,1
k-perf,Native,2,20346150,1
k-perf,Native,3,18948850,1
k-perf,Native,4,19020300,1
k-perf,Native,5,19565000,1
k-perf,Native,6,19168500,1
k-perf,Native,7,18747100,1
k-perf,Native,8,19169500,1
k-perf,Native,9,18453800,1
k-perf,Native,10,18693150,1
k-perf,Native,11,19594050,1
k-perf,Native,12,18651650,1
k-perf,Native,13,18831850,1
k-perf,Native,14,18968450,1
k-perf,Native,15,18555400,1
k-perf,Native,16,18641450,1
k-perf,Native,17,19128150,1
k-perf,Native,18,18571700,1
k-perf,Native,19,18707650,1
k-perf,Native,20,18969750,0
k-perf,Native,21,18476150,0
k-perf,Native,22,18733500,0
k-perf,Native,23,19103350,0
k-perf,Native,24,18672350,0
k-perf,Native,25,18586600,0
k-perf,Native,26,19061450,0
k-perf,Native,27,18489400,0
k-perf,Native,28,18558650,0
k-perf,Native,29,19324750,0
k-perf,Native,30,18485350,0
k-perf,Native,31,18297050,0
k-perf,Native,32,19261650,0
k-perf,Native,33,18699050,0
k-perf,Native,34,18612150,0
k-perf,Native,35,19083500,0
k-perf,Native,36,18741350,0
k-perf,Native,37,18602400,0
k-perf,Native,38,19218700,0
k-perf,Native,39,18997300,0
k-perf,Native,40,18651550,0
k-perf,Native,41,19097900,0
k-perf,Native,42,18657700,0
k-perf,Native,43,18725450,0
k-perf,Native,44,19289350,0
k-perf,Native,45,18390600,0
k-perf,Native,46,18608350,0
k-perf,Native,47,19227650,0
k-perf,Native,48,18620950,0
k-perf,Native,49,18802800,0
k-perf,Native,50,19119250,0
k-perf,Native,51,18644300,0
k-perf,Native,52,18651250,0
k-perf,Native,53,19113100,0
k-perf,Native,54,18453950,0
k-perf,Native,55,18554700,0
k-perf,Native,56,19111450,0
k-perf,Native,57,18348300,0
k-perf,Native,58,18443650,0
k-perf,Native,59,19217950,0
k-perf,Native,60,18634250,0
k-perf,Native,61,18476600,0
k-perf,Native,62,18971000,0
k-perf,Native,63,18714950,0
k-perf,Native,64,18618350,0
k-perf,Native,65,19010900,0
k-perf,Native,66,18624250,0
k-perf,Native,67,18789050,0
k-perf,Native,68,18812850,0
k-perf,Native,69,18414650,0
k-perf,Native,70,19095550,0
k-perf,Native,71,18910650,0
k-perf,Native,72,18432150,0
k-perf,Native,73,19121350,0
k-perf,Native,74,18460200,0
k-perf,Native,75,18628450,0
k-perf,Native,76,19164150,0
k-perf,Native,77,18615450,0
k-perf,Native,78,18554100,0
k-perf,Native,79,19181450,0
k-perf,Native,80,18505200,0
k-perf,Native,81,18489850,0
k-perf,Native,82,19418350,0
k-perf,Native,83,18414150,0
k-perf,Native,84,18476300,0
k-perf,Native,85,19273550,0
k-perf,Native,86,18539800,0
k-perf,Native,87,18520150,0
k-perf,Native,88,19052550,0
k-perf,Native,89,18417500,0
k-perf,Native,90,18509900,0
k-perf,Native,91,19259350,0
k-perf,Native,92,18437000,0
k-perf,Native,93,18776650,0
k-perf,Native,94,19233050,0
k-perf,Native,95,18555550,0
k-perf,Native,96,18539350,0
k-perf,Native,97,19149200,0
k-perf,Native,98,18698250,0
k-perf,Native,99,18490450,0
otel,JVM,0,253225600,1
otel,JVM,1,195112400,1
otel,JVM,2,158253450,1
otel,JVM,3,96376500,1
otel,JVM,4,65803950,1
otel,JVM,5,60275650,1
otel,JVM,6,59131350,1
otel,JVM,7,62037400,1
otel,JVM,8,49766000,1
otel,JVM,9,56855900,1
otel,JVM,10,55686650,1
otel,JVM,11,111453600,1
otel,JVM,12,118764200,1
otel,JVM,13,60914900,1
otel,JVM,14,55835150,1
otel,JVM,15,56158950,1
otel,JVM,16,56236250,1
otel,JVM,17,57331700,1
otel,JVM,18,70074600,1
otel,JVM,19,145266100,1
otel,JVM,20,246691100,0
otel,JVM,21,131192900,0
otel,JVM,22,83237500,0
otel,JVM,23,81704250,0
otel,JVM,24,92804750,0
otel,JVM,25,124943500,0
otel,JVM,26,166459900,0
otel,JVM,27,125593950,0
otel,JVM,28,138310800,0
otel,JVM,29,119082500,0
otel,JVM,30,122489350,0
otel,JVM,31,130544000,0
otel,JVM,32,103373650,0
otel,JVM,33,122423850,0
otel,JVM,34,103345550,0
otel,JVM,35,107040600,0
otel,JVM,36,119817750,0
otel,JVM,37,105687800,0
otel,JVM,38,104417650,0
otel,JVM,39,91866750,0
otel,JVM,40,113639550,0
otel,JVM,41,102416650,0
otel,JVM,42,109911300,0
otel,JVM,43,117768600,0
otel,JVM,44,96711400,0
otel,JVM,45,99388900,0
otel,JVM,46,94082700,0
otel,JVM,47,102814650,0
otel,JVM,48,87130050,0
otel,JVM,49,90694000,0
otel,JVM,50,98423400,0
otel,JVM,51,93530550,0
otel,JVM,52,88465750,0
otel,JVM,53,86316750,0
otel,JVM,54,84863100,0
otel,JVM,55,89731600,0
otel,JVM,56,89113400,0
otel,JVM,57,84225600,0
otel,JVM,58,80732050,0
otel,JVM,59,99334950,0
otel,JVM,60,87835650,0
otel,JVM,61,86542750,0
otel,JVM,62,86814100,0
otel,JVM,63,91063200,0
otel,JVM,64,82965900,0
otel,JVM,65,90322400,0
otel,JVM,66,84675450,0
otel,JVM,67,100582200,0
otel,JVM,68,103893550,0
otel,JVM,69,93866150,0
otel,JVM,70,86345350,0
otel,JVM,71,86114400,0
otel,JVM,72,90770400,0
otel,JVM,73,85235750,0
otel,JVM,74,76590800,0
otel,JVM,75,81689250,0
otel,JVM,76,86840550,0
otel,JVM,77,76172300,0
otel,JVM,78,77981450,0
otel,JVM,79,96079400,0
otel,JVM,80,90266750,0
otel,JVM,81,88741500,0
otel,JVM,82,89229250,0
otel,JVM,83,88813000,0
otel,JVM,84,91965950,0
otel,JVM,85,87503550,0
otel,JVM,86,87122050,0
otel,JVM,87,90783700,0
otel,JVM,88,89359750,0
otel,JVM,89,88747050,0
otel,JVM,90,82728300,0
otel,JVM,91,84439100,0
otel,JVM,92,85531250,0
otel,JVM,93,82106400,0
otel,JVM,94,85526450,0
otel,JVM,95,82062600,0
otel,JVM,96,84557550,0
otel,JVM,97,83318600,0
otel,JVM,98,81960100,0
otel,JVM,99,83354850,0
otel-proto,JVM,0,247140250,1
otel-proto,JVM,1,127374150,1
otel-proto,JVM,2,85522100,1
otel-proto,JVM,3,195588150,1
otel-proto,JVM,4,151217100,1
otel-proto,JVM,5,126828800,1
otel-proto,JVM,6,117390400,1
otel-proto,JVM,7,110989650,1
otel-proto,JVM,8,106487850,1
otel-proto,JVM,9,103123650,1
otel-proto,JVM,10,98584300,1
otel-proto,JVM,11,91108200,1
otel-proto,JVM,12,88443850,1
otel-proto,JVM,13,78365250,1
otel-proto,JVM,14,76803650,1
otel-proto,JVM,15,75569150,1
otel-proto,JVM,16,75054000,1
otel-proto,JVM,17,80847700,1
otel-proto,JVM,18,74164900,1
otel-proto,JVM,19,68073450,1
otel-proto,JVM,20,68490900,0
otel-proto,JVM,21,73726600,0
otel-proto,JVM,22,68914500,0
otel-proto,JVM,23,67743250,0
otel-proto,JVM,24,76859050,0
otel-proto,JVM,25,70872250,0
otel-proto,JVM,26,68578450,0
otel-proto,JVM,27,72125500,0
otel-proto,JVM,28,74249200,0
otel-proto,JVM,29,68872500,0
otel-proto,JVM,30,72949700,0
otel-proto,JVM,31,69874950,0
otel-proto,JVM,32,75046350,0
otel-proto,JVM,33,74710500,0
otel-proto,JVM,34,69799600,0
otel-proto,JVM,35,68241400,0
otel-proto,JVM,36,68941600,0
otel-proto,JVM,37,66004350,0
otel-proto,JVM,38,69741900,0
otel-proto,JVM,39,67228300,0
otel-proto,JVM,40,65174000,0
otel-proto,JVM,41,67602750,0
otel-proto,JVM,42,71883100,0
otel-proto,JVM,43,68504000,0
otel-proto,JVM,44,65976850,0
otel-proto,JVM,45,68948250,0
otel-proto,JVM,46,68316100,0
otel-proto,JVM,47,68704850,0
otel-proto,JVM,48,72659900,0
otel-proto,JVM,49,69516450,0
otel-proto,JVM,50,68611700,0
otel-proto,JVM,51,68335400,0
otel-proto,JVM,52,70183300,0
otel-proto,JVM,53,70257100,0
otel-proto,JVM,54,70570850,0
otel-proto,JVM,55,71774500,0
otel-proto,JVM,56,71231800,0
otel-proto,JVM,57,70142400,0
otel-proto,JVM,58,66868900,0
otel-proto,JVM,59,70557300,0
otel-proto,JVM,60,69683750,0
otel-proto,JVM,61,69573300,0
otel-proto,JVM,62,70532700,0
otel-proto,JVM,63,71715650,0
otel-proto,JVM,64,71650450,0
otel-proto,JVM,65,73745050,0
otel-proto,JVM,66,73759850,0
otel-proto,JVM,67,73323850,0
otel-proto,JVM,68,72407700,0
otel-proto,JVM,69,72488450,0
otel-proto,JVM,70,70174750,0
otel-proto,JVM,71,69298350,0
otel-proto,JVM,72,72794250,0
otel-proto,JVM,73,68614050,0
otel-proto,JVM,74,65840900,0
otel-proto,JVM,75,66606600,0
otel-proto,JVM,76,68304400,0
otel-proto,JVM,77,67236250,0
otel-proto,JVM,78,68220500,0
otel-proto,JVM,79,70994100,0
otel-proto,JVM,80,69879800,0
otel-proto,JVM,81,69789800,0
otel-proto,JVM,82,68582850,0
otel-proto,JVM,83,67992300,0
otel-proto,JVM,84,72432350,0
otel-proto,JVM,85,67884900,0
otel-proto,JVM,86,67850350,0
otel-proto,JVM,87,66930800,0
otel-proto,JVM,88,69194600,0
otel-proto,JVM,89,66553100,0
otel-proto,JVM,90,67045750,0
otel-proto,JVM,91,69092150,0
otel-proto,JVM,92,71005250,0
otel-proto,JVM,93,69047450,0
otel-proto,JVM,94,67695650,0
otel-proto,JVM,95,66321750,0
otel-proto,JVM,96,68869250,0
otel-proto,JVM,97,68465000,0
otel-proto,JVM,98,63725500,0
otel-proto,JVM,99,64380650,0
otel-proto-sampler,JVM,0,249790600,1
otel-proto-sampler,JVM,1,141070700,1
otel-proto-sampler,JVM,2,84775900,1
otel-proto-sampler,JVM,3,122922050,1
otel-proto-sampler,JVM,4,154114650,1
otel-proto-sampler,JVM,5,140341250,1
otel-proto-sampler,JVM,6,134439100,1
otel-proto-sampler,JVM,7,109282100,1
otel-proto-sampler,JVM,8,105029500,1
otel-proto-sampler,JVM,9,98828950,1
otel-proto-sampler,JVM,10,91653350,1
otel-proto-sampler,JVM,11,89609750,1
otel-proto-sampler,JVM,12,88765850,1
otel-proto-sampler,JVM,13,79674600,1
otel-proto-sampler,JVM,14,75992200,1
otel-proto-sampler,JVM,15,71906550,1
otel-proto-sampler,JVM,16,70921100,1
otel-proto-sampler,JVM,17,76770000,1
otel-proto-sampler,JVM,18,77004300,1
otel-proto-sampler,JVM,19,66965100,1
otel-proto-sampler,JVM,20,68884200,0
otel-proto-sampler,JVM,21,72394350,0
otel-proto-sampler,JVM,22,66911100,0
otel-proto-sampler,JVM,23,65940050,0
otel-proto-sampler,JVM,24,69837800,0
otel-proto-sampler,JVM,25,71698400,0
otel-proto-sampler,JVM,26,66276550,0
otel-proto-sampler,JVM,27,70483650,0
otel-proto-sampler,JVM,28,68777500,0
otel-proto-sampler,JVM,29,63804300,0
otel-proto-sampler,JVM,30,66106500,0
otel-proto-sampler,JVM,31,64064450,0
otel-proto-sampler,JVM,32,69358500,0
otel-proto-sampler,JVM,33,69824700,0
otel-proto-sampler,JVM,34,66714400,0
otel-proto-sampler,JVM,35,65768550,0
otel-proto-sampler,JVM,36,71360100,0
otel-proto-sampler,JVM,37,62007600,0
otel-proto-sampler,JVM,38,66483650,0
otel-proto-sampler,JVM,39,66081150,0
otel-proto-sampler,JVM,40,61578650,0
otel-proto-sampler,JVM,41,62853850,0
otel-proto-sampler,JVM,42,66360250,0
otel-proto-sampler,JVM,43,64617600,0
otel-proto-sampler,JVM,44,66371350,0
otel-proto-sampler,JVM,45,63480950,0
otel-proto-sampler,JVM,46,64058200,0
otel-proto-sampler,JVM,47,66607250,0
otel-proto-sampler,JVM,48,68559100,0
otel-proto-sampler,JVM,49,60996650,0
otel-proto-sampler,JVM,50,62875000,0
otel-proto-sampler,JVM,51,63130600,0
otel-proto-sampler,JVM,52,65459200,0
otel-proto-sampler,JVM,53,63888150,0
otel-proto-sampler,JVM,54,66518700,0
otel-proto-sampler,JVM,55,64479150,0
otel-proto-sampler,JVM,56,67227400,0
otel-proto-sampler,JVM,57,65463700,0
otel-proto-sampler,JVM,58,60937400,0
otel-proto-sampler,JVM,59,62725150,0
otel-proto-sampler,JVM,60,66796650,0
otel-proto-sampler,JVM,61,62843600,0
otel-proto-sampler,JVM,62,67440700,0
otel-proto-sampler,JVM,63,64702900,0
otel-proto-sampler,JVM,64,69750900,0
otel-proto-sampler,JVM,65,65690350,0
