variant,platform,step,median_ns,is_warmup
k-perf,JS,32,42350550,0
k-perf,JS,33,43585550,0
k-perf,JS,34,41809100,0
k-perf,JS,35,41250700,0
k-perf,JS,36,41899200,0
k-perf,JS,37,42984100,0
k-perf,JS,38,42519300,0
k-perf,JS,39,42997150,0
k-perf,JS,40,42551150,0
k-perf,JS,41,43718700,0
k-perf,JS,42,41935650,0
k-perf,JS,43,43142850,0
k-perf,JS,44,41913200,0
k-perf,JS,45,41695250,0
k-perf,JS,46,42208950,0
k-perf,JS,47,42481200,0
k-perf,JS,48,41002950,0
k-perf,JS,49,41763900,0
k-perf,JS,50,41825050,0
k-perf,JS,51,42077050,0
k-perf,JS,52,42508150,0
k-perf,JS,53,41962400,0
k-perf,JS,54,42010300,0
k-perf,JS,55,42827850,0
k-perf,JS,56,41663500,0
k-perf,JS,57,42638250,0
k-perf,JS,58,42797350,0
k-perf,JS,59,42018700,0
k-perf,JS,60,41512350,0
k-perf,JS,61,41835700,0
k-perf,JS,62,41907700,0
k-perf,JS,63,42116150,0
k-perf,JS,64,42613400,0
k-perf,JS,65,42356050,0
k-perf,JS,66,41587200,0
k-perf,JS,67,41361900,0
k-perf,JS,68,42555300,0
k-perf,JS,69,41926500,0
k-perf,JS,70,42034450,0
k-perf,JS,71,43176500,0
k-perf,JS,72,42703600,0
k-perf,JS,73,41775200,0
k-perf,JS,74,42748500,0
k-perf,JS,75,41428700,0
k-perf,JS,76,42824650,0
k-perf,JS,77,42895600,0
k-perf,JS,78,42281150,0
k-perf,JS,79,41121100,0
k-perf,JS,80,41776700,0
k-perf,JS,81,43935150,0
k-perf,JS,82,43058200,0
k-perf,JS,83,43059900,0
k-perf,JS,84,42663050,0
k-perf,JS,85,43310100,0
k-perf,JS,86,41861900,0
k-perf,JS,87,41428100,0
k-perf,JS,88,41533900,0
k-perf,JS,89,41467550,0
k-perf,JS,90,40967050,0
k-perf,JS,91,41616300,0
k-perf,JS,92,41522700,0
k-perf,JS,93,41999500,0
k-perf,JS,94,41752100,0
k-perf,JS,95,41414950,0
k-perf,JS,96,42670800,0
k-perf,JS,97,41533700,0
k-perf,JS,98,41582800,0
k-perf,JS,99,41469850,0
baseline,Native,0,307600,1
baseline,Native,1,20650,1
baseline,Native,2,20250,1
baseline,Native,3,19950,1
baseline,Native,4,19950,1
baseline,Native,5,20150,1
baseline,Native,6,37050,1
baseline,Native,7,41100,1
baseline,Native,8,25900,1
baseline,Native,9,28000,1
baseline,Native,10,21250,1
baseline,Native,11,20050,1
baseline,Native,12,20050,1
baseline,Native,13,20050,1
baseline,Native,14,20050,1
baseline,Native,15,19950,1
baseline,Native,16,19950,1
baseline,Native,17,19950,1
baseline,Native,18,19950,1
baseline,Native,19,20000,1
baseline,Native,20,20000,0
baseline,Native,21,20000,0
baseline,Native,22,20000,0
baseline,Native,23,20000,0
baseline,Native,24,20000,0
baseline,Native,25,19950,0
baseline,Native,26,19950,0
baseline,Native,27,20050,0
baseline,Native,28,20000,0
baseline,Native,29,19950,0
baseline,Native,30,19950,0
baseline,Native,31,19900,0
baseline,Native,32,19950,0
baseline,Native,33,20000,0
baseline,Native,34,20000,0
baseline,Native,35,20000,0
baseline,Native,36,20000,0
baseline,Native,37,19950,0
baseline,Native,38,19950,0
baseline,Native,39,19950,0
baseline,Native,40,19900,0
baseline,Native,41,19950,0
baseline,Native,42,19950,0
baseline,Native,43,19950,0
baseline,Native,44,20000,0
baseline,Native,45,19950,0
baseline,Native,46,19900,0
baseline,Native,47,19950,0
baseline,Native,48,19900,0
baseline,Native,49,20000,0
baseline,Native,50,20000,0
baseline,Native,51,20000,0
baseline,Native,52,19900,0
baseline,Native,53,20000,0
baseline,Native,54,19950,0
baseline,Native,55,20000,0
baseline,Native,56,19950,0
baseline,Native,57,19900,0
baseline,Native,58,19900,0
baseline,Native,59,20000,0
baseline,Native,60,20050,0
baseline,Native,61,19900,0
baseline,Native,62,20000,0
baseline,Native,63,19950,0
baseline,Native,64,19950,0
baseline,Native,65,19950,0
baseline,Native,66,19950,0
baseline,Native,67,19900,0
baseline,Native,68,19900,0
baseline,Native,69,19950,0
baseline,Native,70,19950,0
baseline,Native,71,19950,0
baseline,Native,72,19900,0
baseline,Native,73,19950,0
baseline,Native,74,20000,0
baseline,Native,75,19900,0
baseline,Native,76,19950,0
baseline,Native,77,20000,0
baseline,Native,78,19900,0
baseline,Native,79,20000,0
baseline,Native,80,19950,0
baseline,Native,81,20000,0
baseline,Native,82,19900,0
baseline,Native,83,19900,0
baseline,Native,84,19900,0
baseline,Native,85,19950,0
baseline,Native,86,19950,0
baseline,Native,87,19900,0
baseline,Native,88,19950,0
baseline,Native,89,19950,0
baseline,Native,90,19900,0
baseline,Native,91,20000,0
baseline,Native,92,19900,0
baseline,Native,93,19900,0
baseline,Native,94,19900,0
baseline,Native,95,19950,0
baseline,Native,96,19900,0
baseline,Native,97,20000,0
baseline,Native,98,19900,0
baseline,Native,99,19900,0
k-perf,Native,0,22904000,1
k-perf,Native,1,22217300,1
k-perf,Native,2,22800050,1
k-perf,Native,3,22230950,1
k-perf,Native,4,22196750,1
k-perf,Native,5,22157600,1
k-perf,Native,6,22644500,1
k-perf,Native,7,22035600,1
k-perf,Native,8,22403450,1
k-perf,Native,9,20743800,1
k-perf,Native,10,21073150,1
k-perf,Native,11,21032950,1
k-perf,Native,12,21614200,1
k-perf,Native,13,21499250,1
k-perf,Native,14,22008700,1
k-perf,Native,15,22267300,1
k-perf,Native,16,22151550,1
k-perf,Native,17,22248800,1
k-perf,Native,18,21558000,1
k-perf,Native,19,21272650,1
k-perf,Native,20,23490000,0
k-perf,Native,21,21418150,0
k-perf,Native,22,22842550,0
k-perf,Native,23,22172150,0
k-perf,Native,24,22130100,0
k-perf,Native,25,22066550,0
k-perf,Native,26,21724300,0
k-perf,Native,27,21816850,0
k-perf,Native,28,22011500,0
k-perf,Native,29,21807300,0
k-perf,Native,30,21278950,0
k-perf,Native,31,21239550,0
k-perf,Native,32,22537500,0
k-perf,Native,33,22299100,0
k-perf,Native,34,22017600,0
k-perf,Native,35,21430400,0
k-perf,Native,36,22182950,0
k-perf,Native,37,22150600,0
k-perf,Native,38,22017400,0
k-perf,Native,39,22425800,0
k-perf,Native,40,22124500,0
k-perf,Native,41,22458650,0
k-perf,Native,42,21226050,0
k-perf,Native,43,21251400,0
k-perf,Native,44,22441300,0
k-perf,Native,45,21407200,0
k-perf,Native,46,21733150,0
k-perf,Native,47,21832950,0
k-perf,Native,48,21051900,0
k-perf,Native,49,21082800,0
k-perf,Native,50,22279350,0
k-perf,Native,51,21670050,0
k-perf,Native,52,21194700,0
k-perf,Native,53,22762650,0
k-perf,Native,54,21941700,0
k-perf,Native,55,22872500,0
k-perf,Native,56,23825150,0
k-perf,Native,57,22412300,0
k-perf,Native,58,21815100,0
k-perf,Native,59,23431100,0
k-perf,Native,60,21821450,0
k-perf,Native,61,21803600,0
k-perf,Native,62,22230250,0
k-perf,Native,63,21736250,0
k-perf,Native,64,21871500,0
k-perf,Native,65,21805850,0
k-perf,Native,66,20656100,0
k-perf,Native,67,21445500,0
k-perf,Native,68,20771700,0
k-perf,Native,69,21175900,0
k-perf,Native,70,21957500,0
k-perf,Native,71,21674450,0
k-perf,Native,72,22502000,0
k-perf,Native,73,22472750,0
k-perf,Native,74,21964850,0
k-perf,Native,75,21228600,0
k-perf,Native,76,22896600,0
k-perf,Native,77,22252700,0
k-perf,Native,78,21763250,0
k-perf,Native,79,22407600,0
k-perf,Native,80,20912150,0
k-perf,Native,81,20906150,0
k-perf,Native,82,22598800,0
k-perf,Native,83,21890050,0
k-perf,Native,84,21111900,0
k-perf,Native,85,22211350,0
k-perf,Native,86,21749650,0
k-perf,Native,87,21304700,0
k-perf,Native,88,21500800,0
k-perf,Native,89,21573800,0
k-perf,Native,90,21350450,0
k-perf,Native,91,22645200,0
k-perf,Native,92,21210400,0
k-perf,Native,93,21658700,0
k-perf,Native,94,23018050,0
k-perf,Native,95,22197400,0
k-perf,Native,96,22116150,0
k-perf,Native,97,22438550,0
k-perf,Native,98,21519500,0
k-perf,Native,99,21817850,0
otel,JVM,0,448257400,1
otel,JVM,1,268845600,1
otel,JVM,2,169301050,1
otel,JVM,3,149254300,1
otel,JVM,4,126545750,1
otel,JVM,5,128617750,1
otel,JVM,6,122896900,1
otel,JVM,7,127939900,1
otel,JVM,8,106147350,1
otel,JVM,9,133154250,1
otel,JVM,10,122315200,1
otel,JVM,11,144416250,1
otel,JVM,12,120293350,1
otel,JVM,13,130766150,1
otel,JVM,14,147796950,1
otel,JVM,15,144218250,1
otel,JVM,16,136632250,1
otel,JVM,17,145686300,1
otel,JVM,18,163728950,1
otel,JVM,19,129074050,1
otel,JVM,20,126824150,0
otel,JVM,21,158794950,0
otel,JVM,22,135107600,0
otel,JVM,23,122661950,0
otel,JVM,24,116580600,0
otel,JVM,25,136816900,0
otel,JVM,26,136154150,0
otel,JVM,27,136414650,0
otel,JVM,28,116556450,0
otel,JVM,29,114979750,0
otel,JVM,30,111872100,0
otel,JVM,31,119034600,0
otel,JVM,32,117294450,0
otel,JVM,33,111919500,0
otel,JVM,34,113571100,0
otel,JVM,35,108230850,0
otel,JVM,36,110249150,0
otel,JVM,37,98584450,0
otel,JVM,38,115112150,0
otel,JVM,39,102588200,0
otel,JVM,40,123012700,0
otel,JVM,41,100154050,0
otel,JVM,42,117376300,0
otel,JVM,43,114444050,0
otel,JVM,44,116834900,0
otel,JVM,45,100297150,0
otel,JVM,46,105362700,0
otel,JVM,47,104900150,0
otel,JVM,48,107729100,0
otel,JVM,49,108752500,0
otel,JVM,50,111014100,0
otel,JVM,51,114636050,0
otel,JVM,52,116851750,0
otel,JVM,53,109971350,0
otel,JVM,54,110701850,0
otel,JVM,55,103480150,0
otel,JVM,56,106430000,0
otel,JVM,57,113219250,0
otel,JVM,58,101094750,0
otel,JVM,59,108512050,0
otel,JVM,60,113006000,0
otel,JVM,61,113219950,0
otel,JVM,62,104839300,0
otel,JVM,63,95358750,0
otel,JVM,64,98770500,0
otel,JVM,65,97133450,0
otel,JVM,66,102047700,0
otel,JVM,67,111405650,0
otel,JVM,68,109349550,0
otel,JVM,69,106930850,0
otel,JVM,70,107993900,0
otel,JVM,71,101399600,0
otel,JVM,72,96740550,0
otel,JVM,73,108470000,0
otel,JVM,74,107648250,0
otel,JVM,75,90494350,0
otel,JVM,76,98666100,0
otel,JVM,77,95832950,0
otel,JVM,78,96386950,0
otel,JVM,79,97885650,0
otel,JVM,80,93013550,0
otel,JVM,81,98707500,0
otel,JVM,82,88369100,0
otel,JVM,83,96907500,0
otel,JVM,84,99243800,0
otel,JVM,85,101958500,0
otel,JVM,86,100271400,0
otel,JVM,87,99287900,0
otel,JVM,88,101659050,0
otel,JVM,89,98710000,0
otel,JVM,90,99264500,0
otel,JVM,91,108859600,0
otel,JVM,92,97874300,0
otel,JVM,93,104642850,0
otel,JVM,94,100437650,0
otel,JVM,95,100275100,0
otel,JVM,96,106926250,0
otel,JVM,97,96128100,0
otel,JVM,98,101588350,0
otel,JVM,99,106471250,0
otel-proto,JVM,0,560887300,1
otel-proto,JVM,1,325975600,1
otel-proto,JVM,2,221814800,1
otel-proto,JVM,3,189063750,1
otel-proto,JVM,4,142181700,1
otel-proto,JVM,5,143838100,1
otel-proto,JVM,6,156502150,1
otel-proto,JVM,7,138345000,1
otel-proto,JVM,8,122604250,1
otel-proto,JVM,9,128014550,1
otel-proto,JVM,10,128189200,1
otel-proto,JVM,11,124276350,1
otel-proto,JVM,12,126110600,1
otel-proto,JVM,13,114266850,1
otel-proto,JVM,14,106832350,1
otel-proto,JVM,15,114585050,1
otel-proto,JVM,16,114232650,1
otel-proto,JVM,17,109968850,1
otel-proto,JVM,18,107342350,1
otel-proto,JVM,19,114533050,1
otel-proto,JVM,20,118104100,0
otel-proto,JVM,21,127459450,0
otel-proto,JVM,22,113275050,0
otel-proto,JVM,23,120534100,0
otel-proto,JVM,24,122720550,0
otel-proto,JVM,25,116180200,0
otel-proto,JVM,26,115992000,0
otel-proto,JVM,27,118993750,0
otel-proto,JVM,28,119276250,0
otel-proto,JVM,29,121202750,0
otel-proto,JVM,30,107749250,0
otel-proto,JVM,31,112103150,0
otel-proto,JVM,32,106738150,0
otel-proto,JVM,33,103362400,0
otel-proto,JVM,34,103581500,0
otel-proto,JVM,35,107356050,0
otel-proto,JVM,36,119460000,0
otel-proto,JVM,37,115248150,0
otel-proto,JVM,38,116633800,0
otel-proto,JVM,39,123281050,0
otel-proto,JVM,40,119055500,0
otel-proto,JVM,41,121256400,0
otel-proto,JVM,42,113914450,0
otel-proto,JVM,43,112151650,0
otel-proto,JVM,44,116209200,0
otel-proto,JVM,45,104726950,0
otel-proto,JVM,46,110287950,0
otel-proto,JVM,47,113302800,0
otel-proto,JVM,48,108692900,0
otel-proto,JVM,49,112057000,0
otel-proto,JVM,50,105542300,0
otel-proto,JVM,51,108483000,0
otel-proto,JVM,52,108884750,0
otel-proto,JVM,53,105908150,0
otel-proto,JVM,54,105276750,0
otel-proto,JVM,55,100062050,0
otel-proto,JVM,56,106824950,0
otel-proto,JVM,57,107628150,0
otel-proto,JVM,58,99575900,0
otel-proto,JVM,59,98171450,0
otel-proto,JVM,60,109022300,0
otel-proto,JVM,61,107803150,0
otel-proto,JVM,62,110466450,0
otel-proto,JVM,63,104060800,0
otel-proto,JVM,64,109047900,0
otel-proto,JVM,65,119871700,0
otel-proto,JVM,66,116959500,0
otel-proto,JVM,67,115185350,0
otel-proto,JVM,68,116699150,0
otel-proto,JVM,69,106982100,0
otel-proto,JVM,70,98079000,0
otel-proto,JVM,71,101168150,0
otel-proto,JVM,72,105008250,0
otel-proto,JVM,73,104881500,0
otel-proto,JVM,74,100566150,0
otel-proto,JVM,75,106989200,0
otel-proto,JVM,76,102365950,0
otel-proto,JVM,77,105556650,0
otel-proto,JVM,78,113412100,0
otel-proto,JVM,79,102083950,0
otel-proto,JVM,80,102227200,0
otel-proto,JVM,81,102623150,0
otel-proto,JVM,82,108193850,0
otel-proto,JVM,83,107272350,0
otel-proto,JVM,84,104679500,0
otel-proto,JVM,85,110197000,0
otel-proto,JVM,86,104314700,0
otel-proto,JVM,87,105698700,0
otel-proto,JVM,88,112949100,0
otel-proto,JVM,89,116066000,0
otel-proto,JVM,90,115912250,0
otel-proto,JVM,91,111584150,0
otel-proto,JVM,92,103277450,0
otel-proto,JVM,93,101515150,0
otel-proto,JVM,94,101993850,0
otel-proto,JVM,95,96766100,0
otel-proto,JVM,96,98852200,0
otel-proto,JVM,97,103734900,0
otel-proto,JVM,98,104522550,0
otel-proto,JVM,99,99365000,0
otel-proto-timesource,JVM,0,672804750,1
otel-proto-timesource,JVM,1,351660500,1
otel-proto-timesource,JVM,2,198985500,1
otel-proto-timesource,JVM,3,163732200,1
otel-proto-timesource,JVM,4,140121550,1
otel-proto-timesource,JVM,5,149095100,1
otel-proto-timesource,JVM,6,146579050,1
otel-proto-timesource,JVM,7,142405500,1
otel-proto-timesource,JVM,8,137868750,1
otel-proto-timesource,JVM,9,138273650,1
otel-proto-timesource,JVM,10,140759300,1
otel-proto-timesource,JVM,11,125850150,1
otel-proto-timesource,JVM,12,128603100,1
otel-proto-timesource,JVM,13,124208500,1
otel-proto-timesource,JVM,14,129989000,1
otel-proto-timesource,JVM,15,129913950,1
otel-proto-timesource,JVM,16,126289000,1
otel-proto-timesource,JVM,17,131175100,1
otel-proto-timesource,JVM,18,127151350,1
otel-proto-timesource,JVM,19,132439100,1
otel-proto-timesource,JVM,20,125401200,0
otel-proto-timesource,JVM,21,131235650,0
otel-proto-timesource,JVM,22,128420450,0
otel-proto-timesource,JVM,23,129174200,0
otel-proto-timesource,JVM,24,128095450,0
otel-proto-timesource,JVM,25,129155800,0
otel-proto-timesource,JVM,26,129269550,0
otel-proto-timesource,JVM,27,133968400,0
otel-proto-timesource,JVM,28,126385600,0
otel-proto-timesource,JVM,29,120988000,0
otel-proto-timesource,JVM,30,121639150,0
otel-proto-timesource,JVM,31,130431850,0
otel-proto-timesource,JVM,32,131359100,0
otel-proto-timesource,JVM,33,127590700,0
otel-proto-timesource,JVM,34,125549300,0
otel-proto-timesource,JVM,35,124014950,0
otel-proto-timesource,JVM,36,128948650,0
otel-proto-timesource,JVM,37,124695600,0
otel-proto-timesource,JVM,38,127407550,0
otel-proto-timesource,JVM,39,126503300,0
otel-proto-timesource,JVM,40,120705850,0
otel-proto-timesource,JVM,41,119031800,0
otel-proto-timesource,JVM,42,122816550,0
otel-proto-timesource,JVM,43,128487700,0
otel-proto-timesource,JVM,44,125098450,0
otel-proto-timesource,JVM,45,117693400,0
otel-proto-timesource,JVM,46,121676500,0
otel-proto-timesource,JVM,47,118229300,0
otel-proto-timesource,JVM,48,116152700,0
otel-proto-timesource,JVM,49,117385000,0
otel-proto-timesource,JVM,50,112689050,0
otel-proto-timesource,JVM,51,121721250,0
otel-proto-timesource,JVM,52,120866900,0
otel-proto-timesource,JVM,53,121686600,0
otel-proto-timesource,JVM,54,118774800,0
otel-proto-timesource,JVM,55,117839100,0
otel-proto-timesource,JVM,56,114978400,0
otel-proto-timesource,JVM,57,118025300,0
otel-proto-timesource,JVM,58,106635600,0
otel-proto-timesource,JVM,59,110006750,0
otel-proto-timesource,JVM,60,114877250,0
otel-proto-timesource,JVM,61,120007650,0
otel-proto-timesource,JVM,62,119031700,0
otel-proto-timesource,JVM,63,121077400,0
otel-proto-timesource,JVM,64,125012400,0
otel-proto-timesource,JVM,65,122375550,0
