variant,platform,step,median_ns,is_warmup
otel-proto,JVM,24,10023050,0
otel-proto,JVM,25,9553800,0
otel-proto,JVM,26,9814150,0
otel-proto,JVM,27,9806550,0
otel-proto,JVM,28,9889000,0
otel-proto,JVM,29,9660000,0
otel-proto,JVM,30,10213200,0
otel-proto,JVM,31,11726150,0
otel-proto,JVM,32,9354600,0
otel-proto,JVM,33,9181000,0
otel-proto,JVM,34,9669350,0
otel-proto,JVM,35,9411750,0
otel-proto,JVM,36,9078650,0
otel-proto,JVM,37,9508900,0
otel-proto,JVM,38,9163950,0
otel-proto,JVM,39,9189050,0
otel-proto,JVM,40,9858800,0
otel-proto,JVM,41,9822100,0
otel-proto,JVM,42,9759650,0
otel-proto,JVM,43,9740000,0
otel-proto,JVM,44,9462500,0
otel-proto,JVM,45,9772650,0
otel-proto,JVM,46,9266850,0
otel-proto,JVM,47,10175100,0
otel-proto,JVM,48,9664800,0
otel-proto,JVM,49,9182700,0
otel-proto,JVM,50,8905150,0
otel-proto,JVM,51,9677350,0
otel-proto,JVM,52,9037450,0
otel-proto,JVM,53,9967700,0
otel-proto,JVM,54,9508800,0
otel-proto,JVM,55,9578550,0
otel-proto,JVM,56,9998800,0
otel-proto,JVM,57,9637250,0
otel-proto,JVM,58,9388400,0
otel-proto,JVM,59,9966950,0
otel-proto,JVM,60,10152900,0
otel-proto,JVM,61,10250850,0
otel-proto,JVM,62,11978050,0
otel-proto,JVM,63,10461150,0
otel-proto,JVM,64,10224850,0
otel-proto,JVM,65,10748950,0
otel-proto,JVM,66,10440450,0
otel-proto,JVM,67,9812450,0
otel-proto,JVM,68,9442650,0
otel-proto,JVM,69,10227800,0
otel-proto,JVM,70,9979350,0
otel-proto,JVM,71,10288850,0
otel-proto,JVM,72,10028050,0
otel-proto,JVM,73,9567350,0
otel-proto,JVM,74,9646150,0
otel-proto,JVM,75,9443950,0
otel-proto,JVM,76,9825450,0
otel-proto,JVM,77,11715800,0
otel-proto,JVM,78,13422100,0
otel-proto,JVM,79,12886800,0
otel-proto,JVM,80,13311200,0
otel-proto,JVM,81,12330200,0
otel-proto,JVM,82,13702850,0
otel-proto,JVM,83,11547850,0
otel-proto,JVM,84,9578250,0
otel-proto,JVM,85,9519500,0
otel-proto,JVM,86,10935550,0
otel-proto,JVM,87,10302650,0
otel-proto,JVM,88,9638700,0
otel-proto,JVM,89,9804050,0
otel-proto,JVM,90,9338500,0
otel-proto,JVM,91,9412150,0
otel-proto,JVM,92,9898450,0
otel-proto,JVM,93,9551050,0
otel-proto,JVM,94,10120800,0
otel-proto,JVM,95,9454750,0
otel-proto,JVM,96,11176800,0
otel-proto,JVM,97,9843000,0
otel-proto,JVM,98,10025700,0
otel-proto,JVM,99,9711700,0
otel-proto-timesource,JVM,0,113531850,1
otel-proto-timesource,JVM,1,51254950,1
otel-proto-timesource,JVM,2,31563900,1
otel-proto-timesource,JVM,3,29963650,1
otel-proto-timesource,JVM,4,28260200,1
otel-proto-timesource,JVM,5,17927750,1
otel-proto-timesource,JVM,6,13694050,1
otel-proto-timesource,JVM,7,13270300,1
otel-proto-timesource,JVM,8,13358050,1
otel-proto-timesource,JVM,9,13023500,1
otel-proto-timesource,JVM,10,13989500,1
otel-proto-timesource,JVM,11,12931800,1
otel-proto-timesource,JVM,12,14588950,1
otel-proto-timesource,JVM,13,12985600,1
otel-proto-timesource,JVM,14,13065300,1
otel-proto-timesource,JVM,15,13197250,1
otel-proto-timesource,JVM,16,15420250,1
otel-proto-timesource,JVM,17,10793250,1
otel-proto-timesource,JVM,18,11049200,1
otel-proto-timesource,JVM,19,11101350,1
otel-proto-timesource,JVM,20,12197250,0
otel-proto-timesource,JVM,21,10599950,0
otel-proto-timesource,JVM,22,10623400,0
otel-proto-timesource,JVM,23,10657900,0
otel-proto-timesource,JVM,24,10449100,0
otel-proto-timesource,JVM,25,10052550,0
otel-proto-timesource,JVM,26,10490700,0
otel-proto-timesource,JVM,27,10160150,0
otel-proto-timesource,JVM,28,10513250,0
otel-proto-timesource,JVM,29,9879200,0
otel-proto-timesource,JVM,30,10321700,0
otel-proto-timesource,JVM,31,10238300,0
otel-proto-timesource,JVM,32,13119250,0
otel-proto-timesource,JVM,33,9766150,0
otel-proto-timesource,JVM,34,9977600,0
otel-proto-timesource,JVM,35,9680400,0
otel-proto-timesource,JVM,36,9802400,0
otel-proto-timesource,JVM,37,10023950,0
otel-proto-timesource,JVM,38,9995250,0
otel-proto-timesource,JVM,39,9418700,0
otel-proto-timesource,JVM,40,10511950,0
otel-proto-timesource,JVM,41,9726350,0
otel-proto-timesource,JVM,42,9959400,0
otel-proto-timesource,JVM,43,10112100,0
otel-proto-timesource,JVM,44,9831150,0
otel-proto-timesource,JVM,45,9671000,0
otel-proto-timesource,JVM,46,10351950,0
otel-proto-timesource,JVM,47,12165000,0
otel-proto-timesource,JVM,48,10383700,0
otel-proto-timesource,JVM,49,10572500,0
otel-proto-timesource,JVM,50,10610000,0
otel-proto-timesource,JVM,51,10618700,0
otel-proto-timesource,JVM,52,10263000,0
otel-proto-timesource,JVM,53,9864900,0
otel-proto-timesource,JVM,54,9790900,0
otel-proto-timesource,JVM,55,9902300,0
otel-proto-timesource,JVM,56,10158600,0
otel-proto-timesource,JVM,57,10172050,0
otel-proto-timesource,JVM,58,9781850,0
otel-proto-timesource,JVM,59,10170600,0
otel-proto-timesource,JVM,60,10070250,0
otel-proto-timesource,JVM,61,11017300,0
otel-proto-timesource,JVM,62,10197000,0
otel-proto-timesource,JVM,63,13073850,0
otel-proto-timesource,JVM,64,11329100,0
otel-proto-timesource,JVM,65,10802250,0
otel-proto-timesource,JVM,66,10604700,0
otel-proto-timesource,JVM,67,10266100,0
otel-proto-timesource,JVM,68,11598500,0
otel-proto-timesource,JVM,69,10391300,0
otel-proto-timesource,JVM,70,9847900,0
otel-proto-timesource,JVM,71,9902350,0
otel-proto-timesource,JVM,72,10108350,0
otel-proto-timesource,JVM,73,9884650,0
otel-proto-timesource,JVM,74,10190900,0
otel-proto-timesource,JVM,75,9886700,0
otel-proto-timesource,JVM,76,10114800,0
otel-proto-timesource,JVM,77,10672350,0
otel-proto-timesource,JVM,78,13803050,0
otel-proto-timesource,JVM,79,13328250,0
otel-proto-timesource,JVM,80,12930500,0
otel-proto-timesource,JVM,81,13145450,0
otel-proto-timesource,JVM,82,12937200,0
otel-proto-timesource,JVM,83,12472000,0
otel-proto-timesource,JVM,84,9929650,0
otel-proto-timesource,JVM,85,9898150,0
otel-proto-timesource,JVM,86,10139200,0
otel-proto-timesource,JVM,87,9966400,0
otel-proto-timesource,JVM,88,10704050,0
otel-proto-timesource,JVM,89,9760350,0
otel-proto-timesource,JVM,90,10272450,0
otel-proto-timesource,JVM,91,10187400,0
otel-proto-timesource,JVM,92,10197950,0
otel-proto-timesource,JVM,93,9839000,0
otel-proto-timesource,JVM,94,10081550,0
otel-proto-timesource,JVM,95,10132250,0
otel-proto-timesource,JVM,96,9614150,0
otel-proto-timesource,JVM,97,12522700,0
otel-proto-timesource,JVM,98,9907300,0
otel-proto-timesource,JVM,99,10394200,0
otel-proto-anchored,JVM,0,103939450,1
otel-proto-anchored,JVM,1,43607650,1
otel-proto-anchored,JVM,2,27982100,1
otel-proto-anchored,JVM,3,28477700,1
otel-proto-anchored,JVM,4,28028500,1
otel-proto-anchored,JVM,5,28047900,1
otel-proto-anchored,JVM,6,18542750,1
otel-proto-anchored,JVM,7,14215300,1
otel-proto-anchored,JVM,8,13445450,1
otel-proto-anchored,JVM,9,12966900,1
otel-proto-anchored,JVM,10,13048450,1
otel-proto-anchored,JVM,11,12460550,1
otel-proto-anchored,JVM,12,12844000,1
otel-proto-anchored,JVM,13,12327150,1
otel-proto-anchored,JVM,14,12209600,1
otel-proto-anchored,JVM,15,12658150,1
otel-proto-anchored,JVM,16,13143400,1
otel-proto-anchored,JVM,17,9233200,1
otel-proto-anchored,JVM,18,9328250,1
otel-proto-anchored,JVM,19,9441350,1
otel-proto-anchored,JVM,20,9916100,0
otel-proto-anchored,JVM,21,9761400,0
otel-proto-anchored,JVM,22,9580650,0
otel-proto-anchored,JVM,23,9600250,0
otel-proto-anchored,JVM,24,9581800,0
otel-proto-anchored,JVM,25,9530700,0
otel-proto-anchored,JVM,26,9570800,0
otel-proto-anchored,JVM,27,9118550,0
otel-proto-anchored,JVM,28,9291900,0
otel-proto-anchored,JVM,29,9378800,0
otel-proto-anchored,JVM,30,9664400,0
otel-proto-anchored,JVM,31,11902000,0
otel-proto-anchored,JVM,32,9300400,0
otel-proto-anchored,JVM,33,9515450,0
otel-proto-anchored,JVM,34,8982900,0
otel-proto-anchored,JVM,35,9151750,0
otel-proto-anchored,JVM,36,9263600,0
otel-proto-anchored,JVM,37,9626900,0
otel-proto-anchored,JVM,38,9036500,0
otel-proto-anchored,JVM,39,9128150,0
otel-proto-anchored,JVM,40,8922900,0
otel-proto-anchored,JVM,41,9441850,0
otel-proto-anchored,JVM,42,8995400,0
otel-proto-anchored,JVM,43,9666350,0
otel-proto-anchored,JVM,44,9461000,0
otel-proto-anchored,JVM,45,9571100,0
otel-proto-anchored,JVM,46,9456000,0
otel-proto-anchored,JVM,47,11470300,0
otel-proto-anchored,JVM,48,9478050,0
otel-proto-anchored,JVM,49,9485400,0
otel-proto-anchored,JVM,50,9512250,0
otel-proto-anchored,JVM,51,9369600,0
otel-proto-anchored,JVM,52,9344800,0
otel-proto-anchored,JVM,53,9158250,0
otel-proto-anchored,JVM,54,8995150,0
otel-proto-anchored,JVM,55,8999350,0
otel-proto-anchored,JVM,56,9031300,0
otel-proto-anchored,JVM,57,9268900,0
otel-proto-anchored,JVM,58,8992550,0
otel-proto-anchored,JVM,59,9134750,0
otel-proto-anchored,JVM,60,9208600,0
otel-proto-anchored,JVM,61,9557800,0
otel-proto-anchored,JVM,62,12037750,0
otel-proto-anchored,JVM,63,9529350,0
otel-proto-anchored,JVM,64,9579550,0
otel-proto-anchored,JVM,65,9449900,0
otel-proto-anchored,JVM,66,9358350,0
otel-proto-anchored,JVM,67,9235250,0
otel-proto-anchored,JVM,68,9317200,0
otel-proto-anchored,JVM,69,9360000,0
otel-proto-anchored,JVM,70,9479550,0
otel-proto-anchored,JVM,71,9821050,0
otel-proto-anchored,JVM,72,9500550,0
otel-proto-anchored,JVM,73,9654950,0
otel-proto-anchored,JVM,74,8966350,0
otel-proto-anchored,JVM,75,9209550,0
otel-proto-anchored,JVM,76,9568100,0
otel-proto-anchored,JVM,77,9160600,0
otel-proto-anchored,JVM,78,13745900,0
otel-proto-anchored,JVM,79,12216650,0
otel-proto-anchored,JVM,80,12368600,0
otel-proto-anchored,JVM,81,11893850,0
otel-proto-anchored,JVM,82,11924950,0
otel-proto-anchored,JVM,83,10797950,0
otel-proto-anchored,JVM,84,9104450,0
otel-proto-anchored,JVM,85,9326000,0
otel-proto-anchored,JVM,86,9341000,0
otel-proto-anchored,JVM,87,9591200,0
otel-proto-anchored,JVM,88,9427300,0
otel-proto-anchored,JVM,89,9364500,0
otel-proto-anchored,JVM,90,9316800,0
otel-proto-anchored,JVM,91,9568450,0
otel-proto-anchored,JVM,92,9535850,0
otel-proto-anchored,JVM,93,9028300,0
otel-proto-anchored,JVM,94,9005150,0
otel-proto-anchored,JVM,95,9230450,0
otel-proto-anchored,JVM,96,11160350,0
otel-proto-anchored,JVM,97,9070900,0
otel-proto-anchored,JVM,98,9437550,0
otel-proto-anchored,JVM,99,9499350,0
baseline,JS,0,3201250,1
baseline,JS,1,693150,1
baseline,JS,2,580650,1
baseline,JS,3,321250,1
baseline,JS,4,327900,1
baseline,JS,5,428800,1
baseline,JS,6,377100,1
baseline,JS,7,413050,1
baseline,JS,8,315200,1
baseline,JS,9,306850,1
baseline,JS,10,321050,1
baseline,JS,11,347200,1
baseline,JS,12,294500,1
baseline,JS,13,355850,1
baseline,JS,14,325450,1
baseline,JS,15,309300,1
baseline,JS,16,291650,1
baseline,JS,17,294500,1
baseline,JS,18,201750,1
baseline,JS,19,336500,1
baseline,JS,20,296550,0
baseline,JS,21,284150,0
baseline,JS,22,318500,0
baseline,JS,23,413000,0
baseline,JS,24,314850,0
baseline,JS,25,230250,0
baseline,JS,26,350350,0
baseline,JS,27,295900,0
baseline,JS,28,276650,0
baseline,JS,29,276200,0
baseline,JS,30,285100,0
baseline,JS,31,205000,0
baseline,JS,32,304150,0
baseline,JS,33,284050,0
baseline,JS,34,356700,0
baseline,JS,35,292100,0
baseline,JS,36,278950,0
baseline,JS,37,270150,0
baseline,JS,38,203550,0
baseline,JS,39,273400,0
baseline,JS,40,282900,0
baseline,JS,41,279200,0
baseline,JS,42,283000,0
baseline,JS,43,289400,0
baseline,JS,44,202850,0
baseline,JS,45,287100,0
baseline,JS,46,280300,0
baseline,JS,47,278300,0
baseline,JS,48,334150,0
baseline,JS,49,311950,0
baseline,JS,50,229700,0
baseline,JS,51,320400,0
baseline,JS,52,294700,0
baseline,JS,53,295550,0
baseline,JS,54,295250,0
baseline,JS,55,315550,0
baseline,JS,56,295400,0
baseline,JS,57,214850,0
baseline,JS,58,305000,0
baseline,JS,59,332500,0
baseline,JS,60,440250,0
baseline,JS,61,321900,0
baseline,JS,62,301000,0
baseline,JS,63,214800,0
baseline,JS,64,465350,0
baseline,JS,65,353000,0
baseline,JS,66,329900,0
baseline,JS,67,367750,0
baseline,JS,68,368800,0
baseline,JS,69,276500,0
baseline,JS,70,203250,0
baseline,JS,71,271800,0
baseline,JS,72,268450,0
baseline,JS,73,318250,0
baseline,JS,74,295900,0
baseline,JS,75,280900,0
baseline,JS,76,198150,0
baseline,JS,77,276150,0
baseline,JS,78,277200,0
baseline,JS,79,272050,0
baseline,JS,80,273700,0
baseline,JS,81,272000,0
baseline,JS,82,228100,0
baseline,JS,83,330300,0
baseline,JS,84,279800,0
baseline,JS,85,340350,0
baseline,JS,86,304950,0
baseline,JS,87,291050,0
baseline,JS,88,277300,0
baseline,JS,89,199300,0
baseline,JS,90,276550,0
baseline,JS,91,270000,0
baseline,JS,92,267800,0
baseline,JS,93,279450,0
baseline,JS,94,274050,0
baseline,JS,95,195950,0
baseline,JS,96,270000,0
baseline,JS,97,281150,0
baseline,JS,98,273750,0
baseline,JS,99,270350,0
k-perf,JS,0,108051600,1
k-perf,JS,1,62022850,1
k-perf,JS,2,63861800,1
k-perf,JS,3,62821000,1
k-perf,JS,4,60186100,1
k-perf,JS,5,56772350,1
k-perf,JS,6,52927350,1
k-perf,JS,7,55044950,1
k-perf,JS,8,55710850,1
k-perf,JS,9,53886350,1
k-perf,JS,10,53806150,1
k-perf,JS,11,55806900,1
k-perf,JS,12,51788800,1
k-perf,JS,13,54183200,1
k-perf,JS,14,54935400,1
k-perf,JS,15,52631600,1
k-perf,JS,16,54512800,1
k-perf,JS,17,55008250,1
k-perf,JS,18,56193050,1
k-perf,JS,19,52456100,1
k-perf,JS,20,52311250,0
k-perf,JS,21,58846300,0
k-perf,JS,22,59802400,0
k-perf,JS,23,58923800,0
k-perf,JS,24,54061350,0
k-perf,JS,25,51494100,0
k-perf,JS,26,54720650,0
k-perf,JS,27,53481850,0
k-perf,JS,28,56154450,0
k-perf,JS,29,60435150,0
k-perf,JS,30,52202700,0
k-perf,JS,31,51918350,0
k-perf,JS,32,51990750,0
k-perf,JS,33,51377750,0
k-perf,JS,34,51671800,0
k-perf,JS,35,55298250,0
k-perf,JS,36,53561800,0
k-perf,JS,37,52263400,0
k-perf,JS,38,50731450,0
k-perf,JS,39,50760650,0
k-perf,JS,40,51097900,0
k-perf,JS,41,50548450,0
k-perf,JS,42,54639350,0
k-perf,JS,43,57199000,0
k-perf,JS,44,49968950,0
k-perf,JS,45,53117250,0
k-perf,JS,46,48985600,0
k-perf,JS,47,49026100,0
k-perf,JS,48,50397200,0
k-perf,JS,49,50903250,0
k-perf,JS,50,51383400,0
k-perf,JS,51,50888200,0
k-perf,JS,52,53582850,0
k-perf,JS,53,52233150,0
k-perf,JS,54,58465950,0
k-perf,JS,55,62697200,0
k-perf,JS,56,61409250,0
k-perf,JS,57,63691000,0
k-perf,JS,58,57835600,0
k-perf,JS,59,60374650,0
k-perf,JS,60,66797250,0
k-perf,JS,61,58450500,0
k-perf,JS,62,59068000,0
k-perf,JS,63,64866750,0
k-perf,JS,64,60623400,0
k-perf,JS,65,66271800,0
k-perf,JS,66,62301150,0
k-perf,JS,67,57030250,0
k-perf,JS,68,63081550,0
k-perf,JS,69,66821800,0
k-perf,JS,70,57527850,0
k-perf,JS,71,58293850,0
k-perf,JS,72,65285300,0
k-perf,JS,73,57772800,0
k-perf,JS,74,59688350,0
k-perf,JS,75,56402850,0
k-perf,JS,76,53830400,0
k-perf,JS,77,53595600,0
k-perf,JS,78,53641850,0
k-perf,JS,79,55048350,0
k-perf,JS,80,57293100,0
k-perf,JS,81,59092700,0
k-perf,JS,82,58285900,0
k-perf,JS,83,59008550,0
k-perf,JS,84,62541000,0
k-perf,JS,85,59229200,0
k-perf,JS,86,58527200,0
k-perf,JS,87,60766400,0
k-perf,JS,88,58116650,0
k-perf,JS,89,60954150,0
k-perf,JS,90,58230400,0
k-perf,JS,91,60392300,0
k-perf,JS,92,61684750,0
k-perf,JS,93,56939650,0
k-perf,JS,94,61926650,0
k-perf,JS,95,60959950,0
k-perf,JS,96,64090000,0
k-perf,JS,97,59451400,0
k-perf,JS,98,58615100,0
k-perf,JS,99,58494850,0
otel,JS,0,469763100,1
otel,JS,1,337735850,1
otel,JS,2,317277200,1
otel,JS,3,318699600,1
